Date,Price
12/12/2022,"14,306.63"
09/12/2022,"14,370.72"
08/12/2022,"14,264.56"
07/12/2022,"14,261.19"
06/12/2022,"14,343.19"
05/12/2022,"14,447.61"
02/12/2022,"14,529.39"
01/12/2022,"14,490.30"
30/11/2022,"14,397.04"
29/11/2022,"14,355.45"
28/11/2022,"14,383.36"
25/11/2022,"14,541.38"
24/11/2022,"14,539.56"
23/11/2022,"14,427.59"
22/11/2022,"14,422.35"
21/11/2022,"14,379.93"
18/11/2022,"14,431.86"
17/11/2022,"14,266.38"
16/11/2022,"14,234.03"
15/11/2022,"14,378.51"
14/11/2022,"14,313.30"
11/11/2022,"14,224.86"
10/11/2022,"14,146.09"
09/11/2022,"13,666.32"
08/11/2022,"13,688.75"
07/11/2022,"13,533.52"
04/11/2022,"13,459.85"
03/11/2022,"13,130.19"
02/11/2022,"13,256.74"
01/11/2022,"13,338.74"
31/10/2022,"13,253.74"
28/10/2022,"13,243.33"
27/10/2022,"13,211.23"
26/10/2022,"13,195.81"
25/10/2022,"13,052.96"
24/10/2022,"12,931.45"
21/10/2022,"12,730.90"
20/10/2022,"12,767.41"
19/10/2022,"12,741.41"
18/10/2022,"12,765.61"
17/10/2022,"12,649.03"
14/10/2022,"12,437.81"
13/10/2022,"12,355.58"
12/10/2022,"12,172.26"
11/10/2022,"12,220.25"
10/10/2022,"12,272.94"
07/10/2022,"12,273.00"
06/10/2022,"12,470.78"
05/10/2022,"12,517.18"
04/10/2022,"12,670.48"
03/10/2022,"12,209.48"
30/09/2022,"12,114.36"
29/09/2022,"11,975.55"
28/09/2022,"12,183.28"
27/09/2022,"12,139.68"
26/09/2022,"12,227.92"
23/09/2022,"12,284.19"
22/09/2022,"12,531.63"
21/09/2022,"12,767.15"
20/09/2022,"12,670.83"
19/09/2022,"12,803.24"
16/09/2022,"12,741.26"
15/09/2022,"12,956.66"
14/09/2022,"13,028.00"
13/09/2022,"13,188.95"
12/09/2022,"13,402.27"
09/09/2022,"13,088.21"
08/09/2022,"12,904.32"
07/09/2022,"12,915.97"
06/09/2022,"12,871.44"
05/09/2022,"12,760.78"
02/09/2022,"13,050.27"
01/09/2022,"12,630.23"
31/08/2022,"12,834.96"
30/08/2022,"12,961.14"
29/08/2022,"12,892.99"
26/08/2022,"12,971.47"
25/08/2022,"13,271.96"
24/08/2022,"13,220.06"
23/08/2022,"13,194.23"
22/08/2022,"13,230.57"
19/08/2022,"13,544.52"
18/08/2022,"13,697.41"
17/08/2022,"13,626.71"
16/08/2022,"13,910.12"
15/08/2022,"13,816.61"
12/08/2022,"13,795.85"
11/08/2022,"13,694.51"
10/08/2022,"13,700.93"
09/08/2022,"13,534.97"
08/08/2022,"13,687.69"
05/08/2022,"13,573.93"
04/08/2022,"13,662.68"
03/08/2022,"13,587.56"
02/08/2022,"13,449.20"
01/08/2022,"13,479.63"
29/07/2022,"13,484.05"
28/07/2022,"13,282.11"
27/07/2022,"13,166.38"
26/07/2022,"13,096.93"
25/07/2022,"13,210.32"
22/07/2022,"13,253.68"
21/07/2022,"13,246.64"
20/07/2022,"13,281.98"
19/07/2022,"13,308.41"
18/07/2022,"12,959.81"
15/07/2022,"12,864.72"
14/07/2022,"12,519.66"
13/07/2022,"12,756.32"
12/07/2022,"12,905.48"
11/07/2022,"12,832.44"
08/07/2022,"13,015.23"
07/07/2022,"12,843.22"
06/07/2022,"12,594.52"
05/07/2022,"12,401.20"
04/07/2022,"12,773.38"
01/07/2022,"12,813.03"
30/06/2022,"12,783.77"
29/06/2022,"13,003.35"
28/06/2022,"13,231.82"
27/06/2022,"13,186.07"
24/06/2022,"13,118.13"
23/06/2022,"12,912.59"
22/06/2022,"13,144.28"
21/06/2022,"13,292.40"
20/06/2022,"13,265.60"
17/06/2022,"13,126.26"
16/06/2022,"13,038.49"
15/06/2022,"13,485.29"
14/06/2022,"13,304.39"
13/06/2022,"13,427.03"
10/06/2022,"13,761.83"
09/06/2022,"14,198.80"
08/06/2022,"14,445.99"
07/06/2022,"14,556.62"
06/06/2022,"14,653.81"
03/06/2022,"14,460.09"
02/06/2022,"14,485.17"
01/06/2022,"14,340.47"
31/05/2022,"14,388.35"
30/05/2022,"14,575.98"
27/05/2022,"14,462.19"
26/05/2022,"14,231.29"
25/05/2022,"14,007.93"
24/05/2022,"13,919.75"
23/05/2022,"14,175.40"
20/05/2022,"13,981.91"
19/05/2022,"13,882.30"
18/05/2022,"14,007.76"
17/05/2022,"14,185.94"
16/05/2022,"13,964.38"
13/05/2022,"14,027.93"
12/05/2022,"13,739.64"
11/05/2022,"13,828.64"
10/05/2022,"13,534.74"
09/05/2022,"13,380.67"
06/05/2022,"13,674.29"
05/05/2022,"13,902.52"
04/05/2022,"13,970.82"
03/05/2022,"14,039.47"
02/05/2022,"13,939.07"
29/04/2022,"14,097.88"
28/04/2022,"13,979.84"
27/04/2022,"13,793.94"
26/04/2022,"13,756.40"
25/04/2022,"13,924.17"
22/04/2022,"14,142.09"
21/04/2022,"14,502.41"
20/04/2022,"14,362.03"
19/04/2022,"14,153.46"
14/04/2022,"14,163.85"
13/04/2022,"14,076.44"
12/04/2022,"14,124.95"
11/04/2022,"14,192.78"
08/04/2022,"14,283.67"
07/04/2022,"14,078.15"
06/04/2022,"14,151.69"
05/04/2022,"14,424.36"
04/04/2022,"14,518.16"
01/04/2022,"14,446.48"
31/03/2022,"14,414.75"
30/03/2022,"14,606.05"
29/03/2022,"14,820.33"
28/03/2022,"14,417.37"
25/03/2022,"14,305.76"
24/03/2022,"14,273.79"
23/03/2022,"14,283.65"
22/03/2022,"14,473.20"
21/03/2022,"14,326.97"
18/03/2022,"14,413.09"
17/03/2022,"14,388.06"
16/03/2022,"14,440.74"
15/03/2022,"13,917.27"
14/03/2022,"13,929.11"
11/03/2022,"13,628.11"
10/03/2022,"13,442.10"
09/03/2022,"13,847.93"
08/03/2022,"12,831.51"
07/03/2022,"12,834.65"
04/03/2022,"13,094.54"
03/03/2022,"13,698.40"
02/03/2022,"14,000.11"
01/03/2022,"13,904.85"
28/02/2022,"14,461.02"
25/02/2022,"14,567.23"
24/02/2022,"14,052.10"
23/02/2022,"14,631.36"
22/02/2022,"14,693.00"
21/02/2022,"14,731.12"
18/02/2022,"15,042.51"
17/02/2022,"15,267.63"
16/02/2022,"15,370.30"
15/02/2022,"15,412.71"
